name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;300;0;439;3071;1069;3071;1046;0
header;264;97;264;142;1869;142;1869;97
A;447;412;447;419;451;419;451;412
A;910;497;910;504;914;504;914;497
B;648;673;648;689;662;689;662;673
A;966;956;966;960;969;960;969;956
B;381;1042;381;1058;393;1058;393;1042
A;775;1167;775;1191;793;1191;793;1167
D;887;1173;887;1189;895;1189;895;1173
A;401;1327;401;1337;406;1337;406;1327
A;835;1367;835;1376;840;1376;840;1367
B;1044;1399;1044;1417;1059;1417;1059;1399
A;1017;1716;1017;1741;1022;1741;1022;1716
A;975;1894;975;1894;975;1894;975;1894
A;548;2186;548;2191;549;2191;549;2186
A;649;2702;649;2703;650;2703;650;2702
A;946;2722;946;2728;950;2728;950;2722
A;935;2737;935;2762;951;2762;951;2737
